,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
30,00:00.60,4.765625,-89.53125,-76.2680969238,Marker 0,梦,0,0,0,0,0.0
31,00:00.62,4.5625,-89.9296875,-76.3063049316,Marker 0,梦,0,0,0,0,0.0
32,00:00.64,4.4453125,-90.375,-76.2653503418,Marker 0,梦,0,0,0,0,0.0
33,00:00.66,4.40625,-90.8203125,-76.2111206055,Marker 0,梦,0,0,0,0,0.0
34,00:00.68,4.4140625,-91.1640625,-76.24609375,Marker 0,梦,0,0,0,0,0.0
35,00:00.70,4.453125,-91.40625,-76.3159484863,Marker 0,梦,0,0,0,0,0.0
36,00:00.72,4.546875,-91.625,-76.3501586914,Marker 0,梦,0,0,0,0,0.0
37,00:00.74,4.6640625,-91.890625,-76.3223571777,Marker 0,梦,0,0,0,0,0.0
38,00:00.76,4.7890625,-92.1640625,-76.2713928223,Marker 0,梦,0,0,0,0,0.0
39,00:00.78,4.9140625,-92.3515625,-76.2596435547,Marker 0,梦,0,0,0,0,0.0
40,00:00.80,5.03125,-92.4453125,-76.2766723633,Marker 0,梦,0,0,0,0,0.0
41,00:00.82,5.1171875,-92.4609375,-76.2829589844,Marker 0,梦,0,0,0,0,0.0
42,00:00.84,5.1640625,-92.5390625,-76.2125244141,Marker 0,梦,0,0,0,0,0.0
43,00:00.86,5.1953125,-92.578125,-76.1553344727,Marker 0,梦,0,0,0,0,0.0
44,00:00.88,5.2109375,-92.5703125,-76.1551208496,Marker 0,梦,0,0,0,0,0.0
45,00:00.90,5.2265625,-92.5546875,-76.1716003418,Marker 0,梦,0,0,0,0,0.0
46,00:00.92,5.234375,-92.609375,-76.1397094727,Marker 0,梦,0,0,0,0,0.0
47,00:00.94,5.2265625,-92.6953125,-76.0909423828,Marker 0,梦,0,0,0,0,0.0
48,00:00.96,5.203125,-92.796875,-76.0565795898,Marker 0,梦,0,0,0,0,0.0
49,00:00.98,5.1640625,-92.8671875,-76.0537719727,Marker 0,梦,0,0,0,0,0.0
50,00:01.0,5.1484375,-92.90625,-76.0822143555,Marker 0,梦,0,0,0,0,0.0
51,00:01.2,5.171875,-92.9765625,-76.0887756348,Marker 0,梦,0,0,0,0,0.0
52,00:01.4,5.2265625,-93.125,-76.0704040527,Marker 0,梦,0,0,0,0,0.0
53,00:01.6,5.3046875,-93.28125,-76.0614929199,Marker 0,梦,0,0,0,0,0.0
54,00:01.8,5.3515625,-93.5,-76.0444335938,Marker 0,梦,0,0,0,0,0.0
55,00:01.10,5.3515625,-93.7421875,-76.0175476074,Marker 0,梦,0,0,0,0,0.0
56,00:01.12,5.3125,-93.984375,-76.0037841797,Marker 0,梦,0,0,0,0,0.0
57,00:01.14,5.265625,-94.2109375,-75.9892272949,Marker 0,梦,0,0,0,0,0.0
58,00:01.16,5.2109375,-94.4453125,-75.9526977539,Marker 0,梦,0,0,0,0,0.0
59,00:01.18,5.1640625,-94.671875,-75.9159851074,Marker 0,梦,0,0,0,0,0.0
60,00:01.20,5.1328125,-94.8125,-75.9421386719,Marker 0,梦,0,0,0,0,0.0
61,00:01.22,5.1328125,-94.875,-76.0302429199,Marker 0,梦,0,0,0,0,0.0
62,00:01.24,5.171875,-94.921875,-76.078918457,Marker 0,梦,0,0,0,0,0.0
63,00:01.26,5.2421875,-95.0625,-76.0028076172,Marker 0,梦,0,0,0,0,0.0
64,00:01.28,5.3359375,-95.2890625,-75.8425292969,Marker 0,梦,0,0,0,0,0.0
65,00:01.30,5.421875,-95.4921875,-75.7128601074,Marker 0,梦,0,0,0,0,0.0
66,00:01.32,5.4765625,-95.65625,-75.6533203125,Marker 0,梦,0,0,0,0,0.0
67,00:01.34,5.515625,-95.734375,-75.6360778809,Marker 0,梦,0,0,0,0,0.0
68,00:01.36,5.5625,-95.8046875,-75.6051330566,Marker 0,梦,0,0,0,0,0.0
69,00:01.38,5.640625,-95.9296875,-75.5484008789,Marker 0,梦,0,0,0,0,0.0
70,00:01.40,5.75,-96.0234375,-75.5537109375,Marker 0,梦,0,0,0,0,0.0
71,00:01.42,5.859375,-96.0234375,-75.6564331055,Marker 0,梦,0,0,0,0,0.0
72,00:01.44,5.9765625,-95.9765625,-75.7888793945,Marker 0,梦,0,0,0,0,0.0
73,00:01.46,6.09375,-95.9140625,-75.8846435547,Marker 0,梦,0,0,0,0,0.0
74,00:01.48,6.203125,-95.90625,-75.9049682617,Marker 0,梦,0,0,0,0,0.0
75,00:01.50,6.2734375,-95.984375,-75.846282959,Marker 0,梦,0,0,0,0,0.0
76,00:01.52,6.265625,-96.1328125,-75.7180175781,Marker 0,梦,0,0,0,0,0.0
77,00:01.54,6.1953125,-96.265625,-75.5899047852,Marker 0,梦,0,0,0,0,0.0
78,00:01.56,6.0625,-96.328125,-75.5063171387,Marker 0,梦,0,0,0,0,0.0
79,00:01.58,5.9609375,-96.3515625,-75.4595336914,Marker 0,梦,0,0,0,0,0.0
80,00:01.60,5.890625,-96.3671875,-75.4545593262,Marker 0,梦,0,0,0,0,0.0
81,00:01.62,5.8359375,-96.4140625,-75.4908752441,Marker 0,梦,0,0,0,0,0.0
82,00:01.64,5.765625,-96.46875,-75.5582580566,Marker 0,梦,0,0,0,0,0.0
83,00:01.66,5.6875,-96.5390625,-75.6440734863,Marker 0,梦,0,0,0,0,0.0
84,00:01.68,5.65625,-96.625,-75.7104492188,Marker 0,梦,0,0,0,0,0.0
85,00:01.70,5.6640625,-96.7890625,-75.7266235352,Marker 0,梦,0,0,0,0,0.0
86,00:01.72,5.703125,-96.96875,-75.7106323242,Marker 0,梦,0,0,0,0,0.0
87,00:01.74,5.7265625,-97.125,-75.6797790527,Marker 0,梦,0,0,0,0,0.0
88,00:01.76,5.7421875,-97.25,-75.625213623,Marker 0,梦,0,0,0,0,0.0
89,00:01.78,5.7421875,-97.328125,-75.570526123,Marker 0,梦,0,0,0,0,0.0
90,00:01.80,5.7421875,-97.3046875,-75.5675048828,Marker 0,梦,0,0,0,0,0.0
91,00:01.82,5.703125,-97.2578125,-75.5789489746,Marker 0,梦,0,0,0,0,0.0
92,00:01.84,5.6328125,-97.234375,-75.5775756836,Marker 0,梦,0,0,0,0,0.0
93,00:01.86,5.5234375,-97.234375,-75.5950927734,Marker 0,梦,0,0,0,0,0.0
94,00:01.88,5.3984375,-97.3046875,-75.6061401367,Marker 0,梦,0,0,0,0,0.0
95,00:01.90,5.2890625,-97.390625,-75.626953125,Marker 0,梦,0,0,0,0,0.0
96,00:01.92,5.171875,-97.46875,-75.6405029297,Marker 0,梦,0,0,0,0,0.0
97,00:01.94,5.0390625,-97.578125,-75.6234741211,Marker 0,梦,0,0,0,0,0.0
98,00:01.96,4.890625,-97.671875,-75.5900268555,Marker 0,梦,0,0,0,0,0.0
99,00:01.98,4.765625,-97.7265625,-75.5987548828,Marker 0,梦,0,0,0,0,0.0
100,00:02.0,4.65625,-97.75,-75.6335144043,Marker 0,梦,0,0,0,0,0.0
101,00:02.2,4.5859375,-97.7421875,-75.6927185059,Marker 0,梦,0,0,0,0,0.0
102,00:02.4,4.546875,-97.734375,-75.7288513184,Marker 0,梦,0,0,0,0,0.0
103,00:02.6,4.546875,-97.828125,-75.6665649414,Marker 0,梦,0,0,0,0,0.0
104,00:02.8,4.6328125,-98.0,-75.550994873,Marker 0,梦,0,0,0,0,0.0
105,00:02.10,4.7578125,-98.1484375,-75.4837036133,Marker 0,梦,0,0,0,0,0.0
106,00:02.12,4.8984375,-98.1953125,-75.4592895508,Marker 0,梦,0,0,0,0,0.0
107,00:02.14,5.0078125,-98.2265625,-75.4132995605,Marker 0,梦,0,0,0,0,0.0
108,00:02.16,5.078125,-98.234375,-75.3690490723,Marker 0,梦,0,0,0,0,0.0
109,00:02.18,5.1484375,-98.203125,-75.3464355469,Marker 0,梦,0,0,0,0,0.0
110,00:02.20,5.203125,-98.140625,-75.3561096191,Marker 0,梦,0,0,0,0,0.0
111,00:02.22,5.25,-98.0078125,-75.4183349609,Marker 0,梦,0,0,0,0,0.0
112,00:02.24,5.265625,-97.890625,-75.4991149902,Marker 0,梦,0,0,0,0,0.0
113,00:02.26,5.2265625,-97.828125,-75.5539245605,Marker 0,梦,0,0,0,0,0.0
114,00:02.28,5.1171875,-97.84375,-75.5609130859,Marker 0,梦,0,0,0,0,0.0
115,00:02.30,4.9921875,-97.9375,-75.5233154297,Marker 0,梦,0,0,0,0,0.0
116,00:02.32,4.8828125,-98.0234375,-75.4954833984,Marker 0,梦,0,0,0,0,0.0
117,00:02.34,4.796875,-98.1015625,-75.4889831543,Marker 0,梦,0,0,0,0,0.0
118,00:02.36,4.75,-98.171875,-75.4901123047,Marker 0,梦,0,0,0,0,0.0
119,00:02.38,4.7265625,-98.203125,-75.5079040527,Marker 0,梦,0,0,0,0,0.0
120,00:02.40,4.7109375,-98.1875,-75.5393676758,Marker 0,梦,0,0,0,0,0.0
121,00:02.42,4.7578125,-98.1328125,-75.5735168457,Marker 0,梦,0,0,0,0,0.0
122,00:02.44,4.8359375,-98.0859375,-75.5942993164,Marker 0,梦,0,0,0,0,0.0
123,00:02.46,4.921875,-98.046875,-75.6053466797,Marker 0,梦,0,0,0,0,0.0
124,00:02.48,5.0234375,-98.0,-75.6026916504,Marker 0,梦,0,0,0,0,0.0
125,00:02.50,5.125,-97.984375,-75.5609130859,Marker 0,梦,0,0,0,0,0.0
126,00:02.52,5.2265625,-97.9921875,-75.509979248,Marker 0,梦,0,0,0,0,0.0
127,00:02.54,5.3125,-98.0,-75.4732055664,Marker 0,梦,0,0,0,0,0.0
128,00:02.56,5.375,-97.984375,-75.4599609375,Marker 0,梦,0,0,0,0,0.0
129,00:02.58,5.4140625,-97.96875,-75.4651184082,Marker 0,梦,0,0,0,0,0.0
130,00:02.60,5.4140625,-97.953125,-75.4759521484,Marker 0,梦,0,0,0,0,0.0
131,00:02.62,5.4140625,-97.953125,-75.4866027832,Marker 0,梦,0,0,0,0,0.0
132,00:02.64,5.390625,-97.9609375,-75.507019043,Marker 0,梦,0,0,0,0,0.0
133,00:02.66,5.3828125,-97.96875,-75.5307312012,Marker 0,梦,0,0,0,0,0.0
134,00:02.68,5.390625,-97.9609375,-75.5663757324,Marker 0,梦,0,0,0,0,0.0
135,00:02.70,5.4296875,-97.9609375,-75.5834655762,Marker 0,梦,0,0,0,0,0.0
136,00:02.72,5.515625,-98.0234375,-75.5516357422,Marker 0,梦,0,0,0,0,0.0
137,00:02.74,5.5859375,-98.1328125,-75.5068054199,Marker 0,梦,0,0,0,0,0.0
138,00:02.76,5.6484375,-98.2109375,-75.5112915039,Marker 0,梦,0,0,0,0,0.0
139,00:02.78,5.7265625,-98.2109375,-75.5639953613,Marker 0,梦,0,0,0,0,0.0
140,00:02.80,5.8203125,-98.21875,-75.6152038574,Marker 0,梦,0,0,0,0,0.0
141,00:02.82,5.9453125,-98.1953125,-75.6724853516,Marker 0,梦,0,0,0,0,0.0
142,00:02.84,6.0390625,-98.1796875,-75.7026977539,Marker 0,梦,0,0,0,0,0.0
143,00:02.86,6.0859375,-98.1796875,-75.6715087891,Marker 0,梦,0,0,0,0,0.0
144,00:02.88,6.078125,-98.1953125,-75.5783691406,Marker 0,梦,0,0,0,0,0.0
145,00:02.90,6.0546875,-98.1640625,-75.5014038086,Marker 0,梦,0,0,0,0,0.0
146,00:02.92,6.0390625,-98.0859375,-75.4676818848,Marker 0,梦,0,0,0,0,0.0
147,00:02.94,6.015625,-98.015625,-75.4660339355,Marker 0,梦,0,0,0,0,0.0
148,00:02.96,5.9609375,-97.9921875,-75.4561157227,Marker 0,梦,0,0,0,0,0.0
149,00:02.98,5.875,-97.9609375,-75.4613952637,Marker 0,梦,0,0,0,0,0.0
150,00:03.0,5.796875,-97.9296875,-75.4927978516,Marker 0,梦,0,0,0,0,0.0
151,00:03.2,5.734375,-97.90625,-75.5334777832,Marker 0,梦,0,0,0,0,0.0
152,00:03.4,5.6953125,-97.90625,-75.5786437988,Marker 0,梦,0,0,0,0,0.0
153,00:03.6,5.6640625,-97.9453125,-75.6109619141,Marker 0,梦,0,0,0,0,0.0
154,00:03.8,5.625,-98.0390625,-75.6215515137,Marker 0,梦,0,0,0,0,0.0
155,00:03.10,5.59375,-98.125,-75.6272888184,Marker 0,梦,0,0,0,0,0.0
156,00:03.12,5.578125,-98.2109375,-75.6337280273,Marker 0,梦,0,0,0,0,0.0
157,00:03.14,5.5703125,-98.296875,-75.6315612793,Marker 0,梦,0,0,0,0,0.0
158,00:03.16,5.5546875,-98.3671875,-75.6235961914,Marker 0,梦,0,0,0,0,0.0
159,00:03.18,5.5703125,-98.4296875,-75.6194152832,Marker 0,梦,0,0,0,0,0.0
160,00:03.20,5.5625,-98.4609375,-75.6244812012,Marker 0,梦,0,0,0,0,0.0
161,00:03.22,5.5546875,-98.4921875,-75.6206970215,Marker 0,梦,0,0,0,0,0.0
162,00:03.24,5.546875,-98.4453125,-75.6507568359,Marker 0,梦,0,0,0,0,0.0
163,00:03.26,5.578125,-98.40625,-75.6678771973,Marker 0,梦,0,0,0,0,0.0
164,00:03.28,5.59375,-98.3671875,-75.6717224121,Marker 0,梦,0,0,0,0,0.0
165,00:03.30,5.5859375,-98.3671875,-75.6320495605,Marker 0,梦,0,0,0,0,0.0
166,00:03.32,5.5546875,-98.3671875,-75.6006469727,Marker 0,梦,0,0,0,0,0.0
167,00:03.34,5.5234375,-98.3515625,-75.5870056152,Marker 0,梦,0,0,0,0,0.0
168,00:03.36,5.484375,-98.3046875,-75.6087341309,Marker 0,梦,0,0,0,0,0.0
169,00:03.38,5.4609375,-98.265625,-75.6307067871,Marker 0,梦,0,0,0,0,0.0
170,00:03.40,5.4296875,-98.2578125,-75.634979248,Marker 0,梦,0,0,0,0,0.0
171,00:03.42,5.390625,-98.25,-75.6262817383,Marker 0,梦,0,0,0,0,0.0
172,00:03.44,5.34375,-98.2109375,-75.6303405762,Marker 0,梦,0,0,0,0,0.0
173,00:03.46,5.3125,-98.1875,-75.6253967285,Marker 0,梦,0,0,0,0,0.0
174,00:03.48,5.28125,-98.15625,-75.6248779297,Marker 0,梦,0,0,0,0,0.0
175,00:03.50,5.234375,-98.140625,-75.6104431152,Marker 0,梦,0,0,0,0,0.0
176,00:03.52,5.140625,-98.1484375,-75.5690002441,Marker 0,梦,0,0,0,0,0.0
177,00:03.54,5.0625,-98.140625,-75.5495605469,Marker 0,梦,0,0,0,0,0.0
178,00:03.56,5.09375,-98.0859375,-75.5868225098,Marker 0,梦,0,0,0,0,0.0
179,00:03.58,5.15625,-98.0546875,-75.6332092285,Marker 0,梦,0,0,0,0,0.0
180,00:03.60,5.171875,-98.1015625,-75.6225891113,Marker 0,梦,0,0,0,0,0.0
181,00:03.62,5.1640625,-98.125,-75.6396179199,Marker 0,梦,0,0,0,0,0.0
182,00:03.64,5.1640625,-98.078125,-75.7239074707,Marker 0,梦,0,0,0,0,0.0
183,00:03.66,5.1953125,-98.0546875,-75.7737426758,Marker 0,梦,0,0,0,0,0.0
184,00:03.68,5.1875,-98.078125,-75.743927002,Marker 0,梦,0,0,0,0,0.0
185,00:03.70,5.125,-98.1171875,-75.661315918,Marker 0,梦,0,0,0,0,0.0
186,00:03.72,5.0390625,-98.0703125,-75.5956115723,Marker 0,梦,0,0,0,0,0.0
187,00:03.74,4.953125,-98.0234375,-75.5207214355,Marker 0,梦,0,0,0,0,0.0
188,00:03.76,4.890625,-97.96875,-75.4758911133,Marker 0,梦,0,0,0,0,0.0
189,00:03.78,4.828125,-97.8515625,-75.4745788574,Marker 0,梦,0,0,0,0,0.0
190,00:03.80,4.796875,-97.7578125,-75.4909667969,Marker 0,梦,0,0,0,0,0.0
191,00:03.82,4.8046875,-97.7109375,-75.5208435059,Marker 0,梦,0,0,0,0,0.0
192,00:03.84,4.8203125,-97.703125,-75.5604248047,Marker 0,梦,0,0,0,0,0.0
193,00:03.86,4.859375,-97.71875,-75.6312561035,Marker 0,梦,0,0,0,0,0.0
194,00:03.88,4.9375,-97.734375,-75.6979675293,Marker 0,梦,0,0,0,0,0.0
195,00:03.90,5.03125,-97.78125,-75.7372741699,Marker 0,梦,0,0,0,0,0.0
196,00:03.92,5.1328125,-97.8828125,-75.7237243652,Marker 0,梦,0,0,0,0,0.0
197,00:03.94,5.2109375,-97.984375,-75.6982116699,Marker 0,梦,0,0,0,0,0.0
198,00:03.96,5.2734375,-98.0859375,-75.6630554199,Marker 0,梦,0,0,0,0,0.0
199,00:03.98,5.3125,-98.2109375,-75.6155700684,Marker 0,梦,0,0,0,0,0.0
200,00:04.0,5.3046875,-98.2890625,-75.6124267578,Marker 0,梦,0,0,0,0,0.0
201,00:04.2,5.265625,-98.296875,-75.6580810547,Marker 0,梦,0,0,0,0,0.0
202,00:04.4,5.21875,-98.2734375,-75.7253417969,Marker 0,梦,0,0,0,0,0.0
203,00:04.6,5.171875,-98.2578125,-75.7720031738,Marker 0,梦,0,0,0,0,0.0
204,00:04.8,5.109375,-98.2578125,-75.7831420898,Marker 0,梦,0,0,0,0,0.0
205,00:04.10,5.0234375,-98.2890625,-75.7497558594,Marker 0,梦,0,0,0,0,0.0
206,00:04.12,4.953125,-98.3125,-75.7071533203,Marker 0,梦,0,0,0,0,0.0
207,00:04.14,4.875,-98.328125,-75.6722106934,Marker 0,梦,0,0,0,0,0.0
208,00:04.16,4.8125,-98.2890625,-75.6802062988,Marker 0,梦,0,0,0,0,0.0
209,00:04.18,4.765625,-98.2578125,-75.7092285156,Marker 0,梦,0,0,0,0,0.0
210,00:04.20,4.7578125,-98.203125,-75.7508850098,Marker 0,梦,0,0,0,0,0.0
211,00:04.22,4.7734375,-98.1328125,-75.8055725098,Marker 0,梦,0,0,0,0,0.0
212,00:04.24,4.828125,-98.0703125,-75.8251037598,Marker 0,梦,0,0,0,0,0.0
213,00:04.26,4.8671875,-98.0234375,-75.7872314453,Marker 0,梦,0,0,0,0,0.0
214,00:04.28,4.9140625,-97.9765625,-75.7325134277,Marker 0,梦,0,0,0,0,0.0
215,00:04.30,4.9453125,-97.859375,-75.6955566406,Marker 0,梦,0,0,0,0,0.0
216,00:04.32,4.9921875,-97.765625,-75.6454467773,Marker 0,梦,0,0,0,0,0.0
217,00:04.34,5.046875,-97.6484375,-75.6216430664,Marker 0,梦,0,0,0,0,0.0
218,00:04.36,5.078125,-97.578125,-75.5856628418,Marker 0,梦,0,0,0,0,0.0
219,00:04.38,5.0625,-97.5078125,-75.5808105469,Marker 0,梦,0,0,0,0,0.0
220,00:04.40,5.015625,-97.4296875,-75.6067504883,Marker 0,梦,0,0,0,0,0.0
221,00:04.42,4.9765625,-97.3359375,-75.6416015625,Marker 0,梦,0,0,0,0,0.0
222,00:04.44,4.9765625,-97.25,-75.6665344238,Marker 0,梦,0,0,0,0,0.0
223,00:04.46,5.03125,-97.171875,-75.71875,Marker 0,梦,0,0,0,0,0.0
224,00:04.48,5.125,-97.1328125,-75.7846679688,Marker 0,梦,0,0,0,0,0.0
225,00:04.50,5.203125,-97.15625,-75.7850341797,Marker 0,梦,0,0,0,0,0.0
226,00:04.52,5.265625,-97.234375,-75.6915588379,Marker 0,梦,0,0,0,0,0.0
227,00:04.54,5.3046875,-97.2890625,-75.5704956055,Marker 0,梦,0,0,0,0,0.0
228,00:04.56,5.3359375,-97.296875,-75.4753417969,Marker 0,梦,0,0,0,0,0.0
229,00:04.58,5.3671875,-97.3125,-75.4010925293,Marker 0,梦,0,0,0,0,0.0
230,00:04.60,5.359375,-97.3203125,-75.3672790527,Marker 0,梦,0,0,0,0,0.0
231,00:04.62,5.3046875,-97.3125,-75.4062194824,Marker 0,梦,0,0,0,0,0.0
232,00:04.64,5.21875,-97.28125,-75.5000305176,Marker 0,梦,0,0,0,0,0.0
233,00:04.66,5.125,-97.2109375,-75.639465332,Marker 0,梦,0,0,0,0,0.0
234,00:04.68,5.0390625,-97.2109375,-75.7311401367,Marker 0,梦,0,0,0,0,0.0
235,00:04.70,4.984375,-97.296875,-75.7479248047,Marker 0,梦,0,0,0,0,0.0
236,00:04.72,4.9140625,-97.453125,-75.7081298828,Marker 0,梦,0,0,0,0,0.0
237,00:04.74,4.8125,-97.59375,-75.6539916992,Marker 0,梦,0,0,0,0,0.0
238,00:04.76,4.6796875,-97.7265625,-75.5864562988,Marker 0,梦,0,0,0,0,0.0
239,00:04.78,4.6015625,-97.8828125,-75.4873352051,Marker 0,梦,0,0,0,0,0.0
240,00:04.80,4.5546875,-97.9921875,-75.4481201172,Marker 0,梦,0,0,0,0,0.0
241,00:04.82,4.5625,-98.0546875,-75.4880371094,Marker 0,梦,0,0,0,0,0.0
242,00:04.84,4.6015625,-98.0625,-75.5719604492,Marker 0,梦,0,0,0,0,0.0
243,00:04.86,4.65625,-98.0859375,-75.6244812012,Marker 0,梦,0,0,0,0,0.0
244,00:04.88,4.734375,-98.109375,-75.6457519531,Marker 0,梦,0,0,0,0,0.0
245,00:04.90,4.8125,-98.15625,-75.6366577148,Marker 0,梦,0,0,0,0,0.0
246,00:04.92,4.8671875,-98.1875,-75.6148681641,Marker 0,梦,0,0,0,0,0.0
247,00:04.94,4.90625,-98.1796875,-75.5845031738,Marker 0,梦,0,0,0,0,0.0
248,00:04.96,4.9375,-98.1484375,-75.5493469238,Marker 0,梦,0,0,0,0,0.0
249,00:04.98,4.9609375,-98.125,-75.4965515137,Marker 0,梦,0,0,0,0,0.0
250,00:05.0,4.953125,-98.109375,-75.4479064941,Marker 0,梦,0,0,0,0,0.0
251,00:05.2,4.90625,-98.0625,-75.448059082,Marker 0,梦,0,0,0,0,0.0
252,00:05.4,4.8515625,-98.015625,-75.4739990234,Marker 0,梦,0,0,0,0,0.0
253,00:05.6,4.796875,-98.0078125,-75.4783935547,Marker 0,梦,0,0,0,0,0.0
254,00:05.8,4.7578125,-98.0390625,-75.4685058594,Marker 0,梦,0,0,0,0,0.0
255,00:05.10,4.75,-98.1171875,-75.446472168,Marker 0,梦,0,0,0,0,0.0
256,00:05.12,4.7578125,-98.2265625,-75.4205627441,Marker 0,梦,0,0,0,0,0.0
257,00:05.14,4.7578125,-98.3125,-75.4215698242,Marker 0,梦,0,0,0,0,0.0
258,00:05.16,4.7734375,-98.390625,-75.4187927246,Marker 0,梦,0,0,0,0,0.0
259,00:05.18,4.8203125,-98.4296875,-75.4519042969,Marker 0,梦,0,0,0,0,0.0
260,00:05.20,4.8671875,-98.453125,-75.5112304688,Marker 0,梦,0,0,0,0,0.0
261,00:05.22,4.9140625,-98.484375,-75.5484619141,Marker 0,梦,0,0,0,0,0.0
262,00:05.24,4.9609375,-98.53125,-75.5769348145,Marker 0,梦,0,0,0,0,0.0
263,00:05.26,5.0390625,-98.5625,-75.5954589844,Marker 0,梦,0,0,0,0,0.0
264,00:05.28,5.125,-98.5078125,-75.6521911621,Marker 0,梦,0,0,0,0,0.0
265,00:05.30,5.21875,-98.390625,-75.7211914062,Marker 0,梦,0,0,0,0,0.0
266,00:05.32,5.2265625,-98.359375,-75.7113647461,Marker 0,梦,0,0,0,0,0.0
267,00:05.34,5.0859375,-98.4609375,-75.6091308594,Marker 0,梦,0,0,0,0,0.0
268,00:05.36,4.921875,-98.6328125,-75.4447021484,Marker 0,梦,0,0,0,0,0.0
269,00:05.38,4.890625,-98.75,-75.2716064453,Marker 0,梦,0,0,0,0,0.0
270,00:05.40,4.9375,-98.75,-75.1763916016,Marker 0,梦,0,0,0,0,0.0
271,00:05.42,4.9453125,-98.671875,-75.1631774902,Marker 0,梦,0,0,0,0,0.0
272,00:05.44,4.890625,-98.59375,-75.201751709,Marker 0,梦,0,0,0,0,0.0
273,00:05.46,4.859375,-98.546875,-75.2690124512,Marker 0,梦,0,0,0,0,0.0
274,00:05.48,4.8828125,-98.484375,-75.3763427734,Marker 0,梦,0,0,0,0,0.0
275,00:05.50,4.9140625,-98.4453125,-75.4750366211,Marker 0,梦,0,0,0,0,0.0
276,00:05.52,4.9140625,-98.4296875,-75.5529785156,Marker 0,梦,0,0,0,0,0.0
277,00:05.54,4.90625,-98.46875,-75.5823059082,Marker 0,梦,0,0,0,0,0.0
278,00:05.56,4.921875,-98.5390625,-75.580657959,Marker 0,梦,0,0,0,0,0.0
279,00:05.58,4.9453125,-98.640625,-75.5385437012,Marker 0,梦,0,0,0,0,0.0
280,00:05.60,4.9609375,-98.7265625,-75.4785766602,Marker 0,梦,0,0,0,0,0.0
281,00:05.62,4.9765625,-98.7890625,-75.4221191406,Marker 0,梦,0,0,0,0,0.0
282,00:05.64,4.984375,-98.796875,-75.4180603027,Marker 0,梦,0,0,0,0,0.0
283,00:05.66,5.0078125,-98.75,-75.4448242188,Marker 0,梦,0,0,0,0,0.0
284,00:05.68,5.0390625,-98.6640625,-75.4977111816,Marker 0,梦,0,0,0,0,0.0
